tweet,,,,,,,
"लो जी #2020worstyear में ये भी देखो🧐 देश की राजधानी दिल्ली का हाल बारिश की वजह से @ArvindKejriwal @AamAadmiParty  जी कुछ करिये और  MCD भी ध्यान दे इस चीज पर🙏🌧️
14-08-2020,@PMCPune Please replace the malfunctioning street light shown in this video. Location:  https://maps.app.goo.gl/H2STNamKhBCkRMAo8 … pic.twitter.com/0xcqXsQMXZ
14-08-2020,Do watch Documentary on Pune Police... ",,,,,,,
,,,,,,,
,,,,,,,
"@MSEDCL High bill complaint# 0000016999227 not resolved. CC says Current bill units charged from Apr-Jul. But full payment was made every month. So you charge for something you have already received, why?
@CMDMSEDCL sir, your customer service sucks.
@PMCP",,,,,,,
"@blood4pune @BloodDonorsIn @PMCPune 
Punekars Urgent requirement of Plasma AB+ 
Location: Jijamata Hospital, Pimpri
Name: Santosh Phalphale
Contact: 9764450989
Plasma: AB+
14-08-2020,16 men", 11 women among the 27 registered #Covid_19 deaths today in @PMCPune. 2 in 30-39yrs, 1 in 40-49yrs, 7 in 50-59yrs,,,,
"Till date @PMCPune 
Total #CovidDeaths 1,683; Cured patients 55,100; Active #COVID patients are 14,720 and total progressive patients so far 71,503 #Pune #PuneFightsCovid19
@IndianExpress
@ExpressPune",,,,,,,
"In @PMCPune on Aug14: 27 #CovidDeaths ; 750 #COVID critical; 2,452 on Oxygen; 1,091 new #COVID patients; 1,142 cured and discharged #COVID__19 #Pune #PuneFightsCovid19 #coronavirus
@IndianExpress
@ExpressPune",,,,,,,
ahhh !! What a relief...,,,,,,,
"The PMC (@PMCPune) Building is illuminated with hues of the #Tricolour, for the forthcoming #IndependenceDay celebrations, in #Pune pic.twitter.com/Y6EpSS6d0l",,,, 5 in 60-69yrs," 10 in 70-79yrs and 2 in 80-89yrs. #Pune #punefightscovid19""",,
"Hey Bro,
Nothing will happen, you will just be given random numbers and people on other side have no update. The fact is @PMCPune has not yet allotted tenders for ward offcs, and we the citizen are paying for it. I am also running for my dad's death certificate. #shameonpmc",,,,,,,
"Wow great to see all are seen so close to each other's
I pray no one get covid infection",,,,,,,
Thank you for your response. But I already had discussion with the service representative & also visited to my near msedcl office but there was satisfactory resolutions. pic.twitter.com/aLWSjhonOt,,,,,,,
"i had applied for my daughters birth certificate in March 2020 and now the PMC  Vishrambagwada officials says it cant be issued till October 2020 as department will be closed till that time . Is it true ?
@PMCPune",,,,,,,
Shreyas please send me your phone number. My office will get in touch with you.,,,,,,,
As of now no Society or Group from Aundh has approached for Camp. If anyone is interested to arrange a Camp we can help them.,,,,,,,
"@PMCPune R u peoples updating ur records clearly?  I was tested covid 19 before 10 days ago & since day one i am getting calls from pune pmc and asking the same information on daily basis what is report status, where u have admitted, what is status of fam",,,,,,,
I contacted them visited office but there was no resolution from their end. under MSEDCL application there is an option of Bill Calculator and it shows bill amount should have been around Rs. 600,,,,,,,
Ma’m could you please share scanned copy images for convenience. Thank you.,,,,,,,
Any camp in Aundh??,,,,,,,
"Anyone from our area who has a look at this banner will know this is FALSE News - It has been Put Up To Aggravate Residents                   at Hills & Dales Phase III
We Need Our City Authorities to Act on This !!!
@PMCPune
@PuneCityPolice
@TOIPune
@kondhwa_police https://twitter.com/manojnair2k6/status/1294190717821050882 …",,,,,,,
Rain water is creating toxic licchet which is flowing back to पाषाण lake. So please do the needful.,,,,,,,
Surprising news for residents of hills and dales. Matter twisted,,,,,,,
Thanks !!,,,,,,,
"@PMCPune @Info_Pune 
Dear Sir,
Please share contentment zone list of pune .",,,,,,,
"#Pune
Component: Plasma
At: KEM Hospital,Pune Sation
5 units
Patient: Aziz Shaikh
Mob No: 8551819197
Illness:Covid positive
Date:8/14/2020
14-08-2020,@PMCPune ",,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
@PMCPune what is the corona test charges in Pune in government center as well as private labs?,,,,,,,
"Hi sir, we have processed your E-pass request. Kindly check.",,,,,,,
@CPPuneCity @collectorpune1 @PMCPune where is the social distancing sir ? Where are the masks sir ? @PuneCityTraffic pic.twitter.com/2m9KgXeTKb,,,,,,,
Sent you in DM,,,,,,,
Yes sure I will,,,,,,,
"Sir how many times will I need to tweet, this happens 3-4 times daily, it's very difficult to work when so frequent light cut happen, please give us the same treatment that u r giving to Kharadi people. Provide some permanent solution",,,,,,,
"@PMCPune @SidShirole illegal broken pan stall not cleared/picked up by PMC,citizens smoke and spit behind the broken Pan stall.Water collects on broken pan stall and mosquitoes breed.Request to get it cleared at the earliest.Location Shivpratap Lodge opp ",,,,,,,
"Pune ZP, civic body face shortage of specialists; rope in additional staff to deal with rising Covid cases  https://indianexpress.com/article/cities/pune/pune-zp-civic-body-face-shortage-of-specialists-rope-in-additional-staff-to-deal-with-rising-covid-cases-6553734/ … via @IndianExpress
@PuneZp
@PMCPune",,,,,,,
Agreed,,,,,,,
Would have made more sense to just upgrade Kamala nehru and other PMc hospitals to include critical care units - better for Pune's long term healthcare than makeshift Jumbo centers,,,,,,,
Very nice and correct move to keep control over Hospitals who are charging wrong bills.This will  safeguard the common people from getting harassed in this issue. Appreciable move.👌👌Thanks!🙏🙏,,,,,,,
Could be true for city .. but with pcmc and rural increasing we can’t really say that the situation is under control,,,,,,,
"According to epidemiologists Pune slums have reached herd immunity, hence numbers have peaked and will see a gradual decline. We are where mumbai and Delhi were 3 wks back. 
Jumbo care centers in Mumbai are underutilised now. Same will happen in Pune. Waste of money!",,,,,,,
"Daily Pune Corona Update - 1091 new cases yest'day with 1156 recoveries and 35 deaths. 6335 tests yest'day. Overall % positive 20.52%. Slight increase in tests, hopefully d trend continues.
Data source: @PMCPune & @mohol_murlidhar pic.twitter.com/GrRDnjGIcF",,,,,,,
Jumbo is only for Critical patients.. also rural and pcmc cases are increasing .. can’t really predict which way will it go ..,,,,,,,
"If the overall infection rate is declining, why the need for 3 new Jumbo facilities, which will at best take another 2 or 3 weeks to be ready?",,,,,,,
"2 months back my father was admitted to Deenanath in private room as & was in need oxygen, after few days my mother & husband were admitted in same room. All 3 were charged for Bio medical kit separately of 2500 per day, was not covered by insurance. Will get that amount back?",,,,,,,
"#Pune #punefightscovid19 @PMCPune @CMOMaharashtra @PMOIndia @BJP4Maharashtra
 (PMC) has decided to shut down eight Covid-19 Care Centres as they are underutilised. Rethink the plan to invest public funds in jumbo Covid-19 facilities. It's all about money #300Cr.",,,,,,,
TRUE,,,,,,,
suprisesd to know that PMC hospital vishrantwadi is closed during covid 19. Req PMC office look into and start priority basis instaed of incrasing healtcare facility we are closing existing hospital @PMOIndia @CMOMaharashtra @MoHFW_INDIA @PMCPune @PMCPune @AjitPawarSpeaks https://twitter.com/arunkg99/status/1293949552643305478 …,,,,,,,
Thank you @PMCPune @IAS_Rubal @shantanugo ur doing great job for our city #respect #pmcworker #punerain #zbridge #bababhide #bridge pic.twitter.com/S9h7Re8JMR,,,,,,,
@PMCPune @IAS_Rubal now there has been movement of patients from PCMC(intradistrict) and other districts to Pune. How are we preventing data duplication? Why should this be added to PMC tally? Why not create another entity in reporting of other areas/dist,,,,,,,
"The intent is positive, now await to see the effectiveness of the measure. Hope the bill verification happens retrospectively",,,,,,,
Why not Audit Bill with Medical Insurance?????,,,,,,,
@PMCPune @SmartPune very good news,,,,,,,
Dear @PMCPune ..with Pune now having residents from around the globe and not just India.. Can you please start tweeting in english along with Marathi... Thank you.,,,,,,,
Sir doctor never get benefits .Benefit to owner,,,,,,,
"It's need of appointed nodal officers so they can control hospital. We get bed information ,patients data etc.This audit doesn't help bill can manipulate any way",,,,,,,
@PuneTimesOnline @ExpressPune Dear @NatGeoIndia..Do you research anything or just do promotions?@PMCPune is the worst. They have a stinking garbabge plant right in the middle of residential area.Want real info? Contact the residents like us @PunHaresh @Ka,,,,,,,
Dear @NatGeoIndia..Do you research anything or just do promotions?@PMCPune is the worst. They have a stinking garbabge plant right in the middle of residential area.Want real info? Contact the residents like us @PunHaresh @KalyanshettiC Be real!,,,,,,,
"@smittal_ips
13-08-2020,Can u please confirm.",,,,,,,
,,,,,,,
,,,,,,,
@BhawnaSharma_05 @meghas19 @MathurVipnesh @ravishNDTV0 @Reenu_yadav28 @RajatSharmaLive @LBustamanteNBC @1947democracy @LtGovDelhi @narendramodi @Swapnalikalita #दिल्ली बचाओ #केंद्रशाषितप्रदेश सीम,,,,,,,
"#SDMC EDUCATION
स्कूलों में दाखिला बढ़ाने हेतु सुझाव
मान्यवर, एक admission हेल्पलाइन व्हाट्सएप नं जारी किया जाए व इस नं को टीचर्स के  ऑनलाइन क्लासेज ग्रुप्स में circulate करवाया जाए। इस हेल्पलाइन नं पर पेरेंट्स अपने बच्चे का आधार/ जन्म प्रमाणपत्र आदि भेज सकें।",,,,,,,
"All the wastewater from the drains is coming back in our homes. Drains are overflowing. Insects are coming out making us more vulnerable to diseases and still we trust in our system to get some facilities. Rajnagar- 2, Palam Colony, New Delhi #sdmc #arvindkejriwal – at palam colony",,,,,,,
Such a great move for nation to notice PMC's outstanding efforts to help and serve citizens of Pune..👏👏 Transparency in Hospital- Patients relation @PMCPune @PMOIndia @CMOMaharashtra @SmartCities_HUA @AjitPawarSpeaks @SmartPune https://twitter.com/IAS_Rubal/status/1293950056551219200 …,,,,,,,
"Aundh is also victim of  Reservation based Engineers who designed Smart City Plan. No Parking , Very Narrow Roads, thousands of poles on footpath  in Name of #SmartPune. It's a Horror  @ShefVaidya @CPPuneCity @navalMH @narendramodi @AUThackeray @joysenguptaTOI @PuneTimesOnline",,,,,,,
Very good intiative,,,,,,,
Thank you..👍,,,,,,,
"What a waste of public tax payers money in demolishing two huge flyovers  recently made !  Wish our Leaders have foresight vision and plan for atleast 20years.. 
@navalMH @narendramodi @ShefVaidya @Dev_Fadnavis @joysenguptaTOI @MirrorPune @CPPuneCity @PMCPune @PuneTimesOnline",,,,,,,
Thank you @NoziaJOURNO ji,,,,,,,
Sorry civic condition of water leakage in front of kedarnath hospital yerwada we are jogging daily on the same way and feeling unfair to see waisting of water. water is very important in our life we should be take care of it @PMCPune @CMOMaharashtra I kindly request totake action pic.twitter.com/W95HOAkNqb,,,,,,,
"#PimpriChinchwad
Component: Plasma
At: Ayush hospital ,Neharunagar Pimpri
2 units
Patient: Ramchandr Chafakanade
Mob No: 9049004237
Illness:Covid 19
Date:8/13/2020
13-08-2020,@PMCPune #GARBAGEPROCESSINGPLANT We live in Pune from last २० years but have never seen it as you are showing.Mostly no traffic sense", Garbage all round the roads,"the rivers flow with toxic stink. The garbage processing plant is fixed in residential a""",,,,,
@suniltingre has been following this issue since the beginning and I am glad his constituency will benefit now due to his efforts! #bhamaaskhed #vadgaonsheri #Pune @PMCPune @IAS_Rubal #NCP https://twitter.com/suniltingre/status/1293939301529473025 …,,,,,,,
Pls share the recent updates,,,,,,,
They had made this announcement a couple of years ago too. I had visited the ward office multiple times in vain. @PMCPune please share details about where to get it from. Thanks in Advance!,,,,,,,
maam please bring in public those hospitals are cheating peoples and making unnecessary big bills it will be insult for them and people know about it..in main newspaper .,,,,,,,
"Hi
There is no update on this. Situation has become worst last 2 days due to rain. Cars are getting damaged. Road is dangerous to travel. Basic needs of roads are not achieved.
@PMCPune @mohol_murlidhar @SmartPune
Please help.",,,,,,,
thank you so much and I m really happy ...thank you maam and I feel very sad how a doctor  and private hospital management making money in this situation..where they take all money after death,,,,,,,
Thanks a lot @AmolMhaske5 for your followup and help. 🙏,,,,,,,
Can you please make sure this is not restricted to Covid and is checked for all bills ?,,,,,,,
This will definitely help in improving Doctor n Patients relationship and trust. No doubt Doctor and frontline Medical staff working round the clock but due to this Over billing issue wrong message is getting spread in the society...,,,,,,,
"Dy collectors,Pmc Hods ,Auditors and medical officers appointed in 25 major hospitals to check n verify bills for covid 19 patients. shared email id, dedicated helpline number and whatsapp number for grievances. @AjitPawarSpeaks @mohol_murlidhar @PMCPune @AUThackeray pic.twitter.com/Gzlhptf4vy",,,,,,,
"What is the use but?Whether u want it of dont want it, unless unbiased support is extended, nothing can be done. On this August 15th I am planning to carry this garbage on my head now...",,,,,,,
"26 men, 9 women among the 35 registered #covid deaths today in @PMCPune.1 in 20-29yrs, 1 in 30-39yes, 4 in 40-49yrs, 7 in 50-59yrs, 13 in 60-69yrs, 4 in 70-79yrs, 4 in 80-89yrs and 1 in 90-99yrs. #PuneFightsCorona
13-08-2020,Till date @PMCPune ",,,,,,,
656; Cured patients 53,958; Active #COVID patients are 14,712 and total progressive patients so far 70,326 #Pune #PuneFightsCovid19,,,,
,,,,,,,
,,,,,,,
"In @PMCPune on Aug13: 35 #CovidDeaths ; 737 #COVID critical; 2,564 on Oxygen; 1,091 new #COVID patients; 1,156 cured and discharged #COVID__19 #Pune #PuneFightsCovid19 #coronavirus
@IndianExpress
@ExpressPune",,,,,,,
it's going on,,,,,,,
"#Pune
Component: Plasma
At: Rao hospital,Satara road
2 units
Patient: Sunil Sondur
Mob No: 7620440453
Illness:Covid-19 
Date:8/14/2020
13-08-2020,Thank you!
13-08-2020,Thank you so much. They are coordinating with hospital for ventilator bed.🙏🏻🙏🏻🙏🏻
13-08-2020,No one receiving call on any number. Please help🙏🏻
13-08-2020,Madam"," Can anyone undergo Covid test without prescription...Like in Mumbai.""",,,,,,
Plz help🙏🏻🙏🏻,,,,,,,
@pcmcindiagovin Please Check.,,,,,,,
There is a gap in the road opposite MSEDCL billing office....marked as X in the picture... Close the gap. Then there is hardly any incentive for people to go the wrong side pic.twitter.com/KmCB64LSiH,,,,,,,
"@PMCPune @AnilDeshmukhNCP @PuneCityPolice @pcmcindiagovin 
Any help🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻",,,,,,,
"Sir, garbage near pashan lake still not removed. Todays फोटोस attached pic.twitter.com/GLrNcf9t9V",,,,,,,
@MSEDCL @mohol_murlidhar @IAS_Rubal @AnilDeshmukhNCP @PMCPune ....my light bill is as it is till date...but still complaint is showing problem solved...when was my problem solved...what kind of work is this???,,,,,,,
